,antecedents,consequents
1652,754215,"[459858, 1785819]"
1653,485457,"[1784832, 450891]"
1654,490434,"[487746, 485163]"
1655,451458,"[481929, 481698]"
1656,451899,"[472836, 1890378]"
1657,456519,"[482958, 472605]"
1658,1890378,"[458472, 444465]"
1659,477540,"[464730, 441315]"
1660,452676,"[1733571, 482244]"
1661,455133,"[1764609, 460068]"
1662,482475,"[486360, 445137]"
1663,453936,"[473697, 487011]"
1664,1785735,"[357252, 465948]"
1665,469014,"[432936, 489132]"
1666,1785756,"[999180, 470862]"
1667,784140,"[470085, 463974]"
1668,1775718,"[446040, 470778]"
1669,459711,"[464982, 475083]"
1670,484428,"[1011948, 453894]"
1671,1659000,"[1893570, 476973]"
1672,999390,"[442680, 461769]"
1673,480711,"[483693, 456351]"
1674,474432,"[489573, 487368]"
1675,1891554,"[482895, 1734936]"
1676,466221,"[1788780, 460614]"
1677,481425,"[481026, 1785756]"
1678,482790,"[487032, 460194]"
1679,463785,"[487284, 469917]"
1680,487284,"[473676, 487998]"
1681,463974,"[784140, 470085]"
1682,1776558,"[1784727, 449085]"
1683,487977,"[484869, 1779855]"
1684,1786806,"[470883, 464583]"
1685,468951,"[997080, 434847]"
1686,475650,"[1786113, 490434]"
1687,488586,"[982296, 489888]"
1688,466704,"[444234, 461307]"
1689,1499526,"[466704, 471744]"
1690,999285,"[468762, 462483]"
1691,472878,"[460488, 482916]"
1692,475167,"[481047, 483735]"
1693,472773,"[1733571, 1734180]"
1694,493899,"[473634, 489573]"
1695,489909,"[474600, 489741]"
1696,474747,"[474915, 357252]"
1697,1781703,"[1788864, 474747]"
1698,483420,"[475734, 480942]"
1699,1774920,"[316176, 452823]"
1700,1890630,"[1783992, 1774920]"
1701,1890399,"[1663011, 488964]"
1702,487830,"[445032, 461517]"
1703,489867,"[478905, 487830]"
1704,484218,"[484869, 494571]"
1705,1893843,"[1734873, 1528779]"
1706,480837,"[453096, 476196]"
1707,1781073,"[1524306, 480837]"
1708,1788843,"[1783866, 481068]"
1709,481257,"[483105, 315714]"
1710,482013,"[464856, 477183]"
1711,484722,"[1768452, 487767]"
1712,487767,"[467733, 488775]"
1713,485268,"[491232, 470883]"
1714,488250,"[486528, 474957]"
1715,494655,"[486864, 785673]"
1716,1782417,"[489426, 998886]"
1717,490098,"[458388, 461853]"
1718,486192,"[479934, 484638]"
1719,444549,"[456834, 483588]"
1720,1782354,"[340977, 464142]"
1721,484512,"[437619, 358764]"
1722,458745,"[442848, 1785672]"
1723,432999,"[486591, 445431]"
1724,747558,"[1788570, 316260]"
1725,460887,"[460194, 442365]"
1726,434406,"[473823, 446460]"
1727,483084,"[982296, 475251]"
1728,1789473,"[1894368, 435099]"
1729,435792,"[435225, 452739]"
1730,481740,"[447909, 1890567]"
1731,495936,"[495243, 481740]"
1732,435918,"[464898, 489573]"
1733,454461,"[473571, 447909]"
1734,436275,"[487242, 453915]"
1735,481656,"[1784328, 481614]"
1736,438753,"[451164, 493941]"
1737,493941,"[477666, 474306]"
1738,467166,"[1765617, 470295]"
1739,477477,"[1764609, 1788150]"
1740,454167,"[480207, 459690]"
1741,440517,"[1788570, 445179]"
1742,484029,"[488775, 1890378]"
1743,440832,"[434385, 459879]"
1744,468195,"[440832, 482349]"
1745,481236,"[744891, 471660]"
1746,464100,"[465024, 477120]"
1747,470568,"[1890609, 441693]"
1748,1890609,"[470568, 441693]"
1749,467943,"[445473, 441714]"
1750,448749,"[1784328, 1787772]"
1751,1894011,"[482622, 441735]"
1752,468825,"[465696, 1774689]"
1753,1788381,"[487977, 477708]"
1754,1893360,"[1893381, 466599]"
1755,1891827,"[471072, 1785315]"
1756,485415,"[468867, 490917]"
1757,467292,"[465150, 475839]"
1758,475062,"[461601, 1771875]"
1759,444339,"[434322, 466452]"
1760,493983,"[455049, 474096]"
1761,446712,"[454293, 457590]"
1762,475944,"[489027, 464037]"
1763,445095,"[480480, 755244]"
1764,449232,"[459501, 445557]"
1765,445557,"[455259, 443877]"
1766,446229,"[481824, 453117]"
1767,446439,"[486675, 455133]"
1768,1777398,"[459564, 447846]"
1769,484743,"[476196, 486570]"
1770,1782270,"[465381, 441630]"
1771,449442,"[440559, 475692]"
1772,451437,"[481803, 494508]"
1773,494508,"[481803, 451437]"
1774,1782312,"[476952, 479094]"
1775,460929,"[463239, 459816]"
1776,454251,"[1784328, 449547]"
1777,455784,"[784182, 1786239]"
1778,456330,"[1662024, 1784328]"
1779,486801,"[456330, 486423]"
1780,456645,"[1892520, 457842]"
1781,483147,"[434196, 468846]"
1782,472332,"[454650, 480900]"
1783,482370,"[480900, 464919]"
1784,1527561,"[748608, 1776516]"
1785,1778133,"[473571, 447909]"
1786,469623,"[487557, 435078]"
1787,474327,"[455889, 475503]"
1788,480963,"[485730, 474537]"
1789,494634,"[485121, 480963]"
1790,1892268,"[485121, 480963]"
1791,495159,"[489930, 461811]"
1792,462630,"[470883, 1785294]"
1793,471429,"[461601, 463554]"
1794,468111,"[442764, 473151]"
1795,1787667,"[449946, 479052]"
1796,488649,"[467691, 491316]"
1797,491316,"[471849, 476994]"
1798,1780695,"[469392, 486465]"
1799,469434,"[476910, 489342]"
1800,486927,"[1734243, 470022]"
1801,472752,"[471828, 1785798]"
1802,472353,"[752010, 1784748]"
1803,473760,"[476637, 476070]"
1804,474285,"[482034, 1765050]"
1805,481593,"[462651, 1789179]"
1806,1783299,"[481593, 473529]"
1807,485709,"[442890, 482349]"
1808,482685,"[1011864, 443562]"
1809,486339,"[487242, 440559]"
1810,484470,"[1733907, 440349]"
1811,475860,"[460572, 486654]"
1812,476175,"[469497, 488754]"
1813,1783467,"[482202, 482853]"
1814,476931,"[482832, 1771875]"
1815,491190,"[458304, 470778]"
1816,483567,"[480186, 478821]"
1817,484890,"[485016, 493269]"
1818,494109,"[1788192, 494949]"
1819,433881,"[474705, 469917]"
1820,3150,"[453096, 433881]"
1821,453096,"[476196, 480837]"
1822,1528779,"[1734873, 479514]"
1823,467271,"[473613, 1771875]"
1824,438228,"[484869, 432936]"
1825,468909,"[491904, 1785672]"
1826,340578,"[477708, 471807]"
1827,435981,"[982296, 486612]"
1828,340998,"[466368, 1778532]"
1829,452823,"[316176, 1774920]"
1830,463701,"[476196, 465318]"
1831,469980,"[1765050, 1784811]"
1832,473172,"[474033, 452823]"
1833,473424,"[481089, 451206]"
1834,468762,"[487305, 449778]"
1835,439551,"[434154, 468237]"
1836,466851,"[1785672, 1776180]"
1837,449547,"[1784328, 454251]"
1838,464709,"[460593, 476658]"
1839,445074,"[488922, 435267]"
1840,435435,"[468300, 1893381]"
1841,456624,"[488523, 481110]"
1842,436863,"[439194, 993510]"
1843,437787,"[472017, 482769]"
1844,441000,"[1783866, 433755]"
1845,443016,"[474789, 442764]"
1846,473151,"[442764, 468111]"
1847,1789494,"[463092, 1770573]"
1848,485184,"[457863, 1781388]"
1849,491988,"[444234, 479157]"
1850,1496670,"[471954, 1470147]"
1851,483651,"[1787751, 444465]"
1852,445221,"[446460, 459879]"
1853,445326,"[487242, 470631]"
1854,452487,"[1777251, 459501]"
1855,466662,"[455784, 436380]"
1856,447153,"[490728, 490833]"
1857,490833,"[490728, 447153]"
1858,476511,"[477288, 447867]"
1859,448434,"[473025, 457863]"
1860,1787436,"[476952, 449043]"
1861,450219,"[451059, 465654]"
1862,476028,"[477162, 444276]"
1863,450387,"[468321, 457821]"
1864,454818,"[472521, 476637]"
1865,840336,"[454818, 468678]"
1866,752493,"[452676, 467880]"
1867,453201,"[486864, 474096]"
1868,1769229,"[486864, 453201]"
1869,1777860,"[454650, 458829]"
1870,481173,"[463680, 487788]"
1871,455847,"[467208, 435393]"
1872,1519371,"[1734600, 436086]"
1873,490119,"[1764672, 435393]"
1874,465885,"[471345, 435834]"
1875,487515,"[488544, 456393]"
1876,459270,"[476154, 480732]"
1877,479451,"[462483, 468174]"
1878,460467,"[433965, 468909]"
1879,467754,"[478800, 463365]"
1880,491946,"[458472, 495243]"
1881,494382,"[490665, 1496859]"
1882,464730,"[441315, 477540]"
1883,465570,"[489531, 473571]"
1884,465696,"[1774689, 469875]"
1885,754089,"[486675, 1764252]"
1886,1470126,"[476196, 465318]"
1887,466431,"[462609, 755244]"
1888,475503,"[455889, 474327]"
1889,481131,"[467250, 475503]"
1890,1894158,"[477729, 493794]"
1891,469077,"[1775235, 479892]"
1892,1890336,"[473634, 488964]"
1893,475251,"[435099, 340599]"
1894,1529178,"[468447, 480879]"
1895,1781199,"[434385, 471597]"
1896,487599,"[473508, 490245]"
1897,487032,"[460194, 482790]"
1898,473844,"[478275, 474957]"
1899,487494,"[442344, 469455]"
1900,494844,"[443268, 469308]"
1901,476154,"[480732, 459270]"
1902,476448,"[489195, 477183]"
1903,1892499,"[482643, 1789851]"
1904,495138,"[489447, 1787079]"
1905,1783824,"[1894200, 460068]"
1906,488691,"[465024, 1010436]"
1907,1788654,"[1894200, 487473]"
1908,490686,"[1894242, 472101]"
1909,1894242,"[461601, 453138]"
1910,1774962,"[316218, 475188]"
1911,339276,"[464856, 446439]"
1912,464856,"[482013, 477183]"
1913,456750,"[1785672, 473130]"
1914,340347,"[467628, 490119]"
1915,489657,"[491232, 340935]"
1916,787059,"[482643, 1734243]"
1917,447804,"[435204, 459942]"
1918,491022,"[485520, 477288]"
1919,1779624,"[435204, 459942]"
1920,1893423,"[435204, 495243]"
1921,451689,"[477771, 1785357]"
1922,783867,"[436128, 1765617]"
1923,436044,"[471597, 451374]"
1924,438774,"[478800, 467859]"
1925,467502,"[998886, 461454]"
1926,486759,"[442218, 486948]"
1927,443289,"[1787226, 479955]"
1928,485499,"[443646, 489510]"
1929,443583,"[1662024, 481404]"
1930,479304,"[473634, 444612]"
1931,1770573,"[463092, 1789494]"
1932,450408,"[471576, 1893633]"
1933,446523,"[450408, 1893633]"
1934,446670,"[1783152, 441903]"
1935,475398,"[479136, 474201]"
1936,1787625,"[1776516, 446670]"
1937,481908,"[450891, 471597]"
1938,485730,"[480963, 474537]"
1939,449568,"[467355, 477036]"
1940,468006,"[449568, 999411]"
1941,451101,"[440076, 465549]"
1942,451920,"[744891, 494214]"
1943,490035,"[456834, 452004]"
1944,469539,"[491967, 474642]"
1945,452214,"[490161, 469539]"
1946,484932,"[451059, 476532]"
1947,1783446,"[445410, 482160]"
1948,453306,"[484617, 484764]"
1949,755370,"[982296, 1893675]"
1950,469056,"[463617, 478212]"
1951,455889,"[474327, 475503]"
1952,467397,"[458115, 1775949]"
1953,476238,"[487074, 478191]"
1954,456876,"[481257, 481278]"
1955,477561,"[471744, 458304]"
1956,458115,"[467397, 1775949]"
1957,459228,"[479010, 1778532]"
1958,485142,"[459522, 459669]"
1959,1788633,"[459564, 466494]"
1960,491652,"[462777, 477078]"
1961,464037,"[475944, 489027]"
1962,925932,"[487368, 460005]"
1963,492198,"[966000, 475104]"
1964,480249,"[472269, 1789179]"
1965,491568,"[1765617, 465150]"
1966,492009,"[468321, 465402]"
1967,465906,"[491337, 475587]"
1968,468426,"[1665741, 999390]"
1969,472962,"[468426, 466410]"
1970,1787331,"[468426, 466410]"
1971,476910,"[445872, 1789515]"
1972,1893129,"[482748, 470085]"
1973,490308,"[465024, 446019]"
1974,496503,"[478464, 471009]"
1975,489069,"[481929, 481698]"
1976,1514688,"[449547, 449757]"
1977,1514730,"[1514688, 473886]"
1978,475314,"[459501, 1524558]"
1979,480858,"[468993, 494949]"
1980,479619,"[475986, 482349]"
1981,493794,"[493920, 475734]"
1982,479934,"[486192, 484638]"
1983,484638,"[484092, 489237]"
1984,1785525,"[434322, 444339]"
1985,455238,"[-1, 472605]"
1986,483105,"[1784937, 474159]"
1987,434007,"[1890273, 316176]"
1988,378147,"[481761, 451878]"
1989,484113,"[445368, 454818]"
1990,481929,"[481698, 489069]"
1991,448791,"[1787751, 435183]"
1992,477456,"[489762, 470883]"
1993,437199,"[455217, 1788570]"
1994,1786134,"[454293, 457590]"
1995,438963,"[482916, 450807]"
1996,440370,"[435078, 489783]"
1997,442155,"[1011864, 440412]"
1998,994749,"[462609, 444234]"
1999,488943,"[440832, 1776516]"
2000,1789284,"[1784328, 441693]"
2001,468447,"[1529178, 480879]"
2002,1529199,"[442974, 470022]"
2003,466158,"[478674, 443268]"
2004,478674,"[1894494, 443268]"
2005,1891071,"[1894494, 478674]"
2006,1787730,"[445578, 445452]"
2007,462903,"[479745, 490854]"
2008,490854,"[479745, 445998]"
2009,1890567,"[447909, 1785672]"
2010,449673,"[1786848, 463659]"
2011,463659,"[1786848, 449673]"
2012,450261,"[481089, 491358]"
2013,491358,"[481089, 450261]"
2014,454503,"[462609, 465843]"
2015,481719,"[471072, 455112]"
2016,1893948,"[1892730, 455175]"
2017,493437,"[474117, 435078]"
2018,463722,"[1775256, 478401]"
2019,473445,"[460068, 476574]"
2020,490287,"[490266, 461517]"
2021,490875,"[447594, 487620]"
2022,470694,"[487305, 464751]"
2023,490539,"[483105, 487179]"
2024,495831,"[474117, 468510]"
2025,786828,"[999411, 1771980]"
2026,493542,"[1893843, 474579]"
2027,492177,"[493710, 494214]"
2028,489888,"[982296, 488586]"
2029,489993,"[1771980, 494277]"
2030,2520,"[487200, 476070]"
2031,787311,"[489510, 340935]"
2032,357798,"[466137, 475881]"
2033,484008,"[433965, 464079]"
2034,478842,"[444675, 464814]"
2035,473361,"[443058, 434931]"
2036,481971,"[458010, 1784811]"
2037,784182,"[455784, 1786239]"
2038,485394,"[483273, 435267]"
2039,436821,"[478464, 471597]"
2040,438249,"[482244, 474663]"
2041,445179,"[1788570, 441693]"
2042,470316,"[488544, 473865]"
2043,442995,"[1776264, 467418]"
2044,1776264,"[462672, 489321]"
2045,460824,"[473571, 447909]"
2046,1787226,"[443289, 479955]"
2047,443331,"[477960, 459543]"
2048,445389,"[1784811, 486822]"
2049,496440,"[473991, 477645]"
2050,450366,"[465402, 486822]"
2051,489804,"[486402, 452004]"
2052,472437,"[475104, 460488]"
2053,484827,"[464226, 457611]"
2054,1788360,"[997584, 1777881]"
2055,458178,"[473634, 474915]"
2056,471618,"[461790, 476679]"
2057,471030,"[462504, 463449]"
2058,491778,"[489762, 466116]"
2059,481572,"[481089, 1772862]"
2060,473403,"[469560, 1784937]"
2061,1765050,"[1524306, 1784811]"
2062,491631,"[1764609, 477477]"
2063,1893066,"[1764672, 1789074]"
2064,481614,"[1784328, 481656]"
2065,489237,"[465738, 487116]"
2066,486045,"[486675, 489279]"
2067,493080,"[982296, 1894305]"
2068,493479,"[477120, 1771875]"
2069,440958,"[449043, 472269]"
2070,316260,"[1788570, 747558]"
2071,469224,"[479640, 470001]"
2072,433839,"[1789851, 482643]"
2073,442722,"[435267, 487326]"
2074,496860,"[435288, 487284]"
2075,481635,"[435834, 1778532]"
2076,436086,"[1734600, 1519371]"
2077,474222,"[437976, 1787079]"
2078,438207,"[445536, 455028]"
2079,472206,"[440643, 470631]"
2080,476427,"[440643, 470631]"
2081,494718,"[440643, 1788885]"
2082,1781640,"[473571, 447909]"
2083,441630,"[465381, 1782270]"
2084,482706,"[441861, 1732164]"
2085,447132,"[447867, 487221]"
2086,474138,"[458304, 1784937]"
2087,1667463,"[476196, 465318]"
2088,466242,"[445998, 444255]"
2089,994707,"[1529157, 451878]"
2090,1789515,"[445872, 476910]"
2091,1787163,"[454293, 457590]"
2092,446985,"[1775151, 1732122]"
2093,1775151,"[446985, 1732122]"
2094,458388,"[447888, 459690]"
2095,472311,"[447888, 459690]"
2096,1893717,"[447594, 478758]"
2097,492072,"[489195, 451374]"
2098,477771,"[451689, 1785357]"
2099,453894,"[1011948, 484428]"
2100,488628,"[469392, 456162]"
2101,483693,"[456351, 480711]"
2102,497595,"[477120, 1771875]"
2103,457947,"[470967, 476028]"
2104,476280,"[461811, 470967]"
2105,1786995,"[489552, 462609]"
2106,463092,"[1770573, 1789494]"
2107,478212,"[469056, 463617]"
2108,997878,"[473718, 494151]"
2109,486360,"[445137, 482475]"
2110,490056,"[982296, 488082]"
2111,470358,"[477246, 1892709]"
2112,451206,"[481089, 473424]"
2113,457569,"[489300, 316218]"
2114,433734,"[476763, 460803]"
2115,480396,"[435246, 476763]"
2116,449967,"[434952, 434931]"
2117,754341,"[434952, 1786281]"
2118,468804,"[454083, 1891806]"
2119,435897,"[473634, 1660323]"
2120,1660323,"[435897, 473634]"
2121,443772,"[441042, 436170]"
2122,448581,"[466452, 440181]"
2123,496083,"[487494, 442344]"
2124,442848,"[479073, 446166]"
2125,446166,"[442848, 479073]"
2126,787521,"[471849, 477834]"
2127,454062,"[462609, 444234]"
2128,455322,"[1732122, 444507]"
2129,445137,"[486360, 482475]"
2130,1891743,"[445452, 486318]"
2131,1781178,"[445872, 484617]"
2132,735021,"[489258, 445998]"
2133,480438,"[477792, 449085]"
2134,449757,"[1514688, 449547]"
2135,449715,"[1776516, 479724]"
2136,489720,"[474537, 450492]"
2137,450681,"[486780, 754131]"
2138,450786,"[1774689, 475734]"
2139,467796,"[482748, 451059]"
2140,451395,"[1527960, 479661]"
2141,1527960,"[451395, 479661]"
2142,470547,"[459669, 452151]"
2143,456225,"[475209, 1785294]"
2144,492492,"[474096, 457275]"
2145,747579,"[469392, 1785357]"
2146,457548,"[489468, 468846]"
2147,458850,"[486528, 999138]"
2148,999138,"[486528, 458850]"
2149,480732,"[476154, 459270]"
2150,1786155,"[1776516, 1784937]"
2151,493206,"[482160, 459921]"
2152,1787247,"[471114, 460278]"
2153,463302,"[982296, 471345]"
2154,487746,"[490434, 485163]"
2155,1789872,"[489762, 470883]"
2156,470295,"[1765617, 467166]"
2157,467481,"[491274, 493500]"
2158,493500,"[467481, 491274]"
2159,1890504,"[482328, 478821]"
2160,786387,"[479640, 470001]"
2161,491673,"[472416, 490455]"
2162,494466,"[472416, 491673]"
2163,473277,"[473865, 1787079]"
2164,493920,"[493794, 475734]"
2165,1892772,"[477603, 755181]"
2166,479346,"[486570, 1732164]"
2167,484974,"[486570, 1732164]"
2168,479808,"[487809, 479829]"
2169,1892163,"[480186, 484554]"
